edge name,provenance
IL4 (INHIBITION) FLG,CTD
IL4 (ACTIVATION) CXCL8,CTD
IL4 (ACTIVATION) CD1A,CTD
IL4 (INHIBITION) IL2,CTD
IL4 (INHIBITION) IFNG,CTD
IL4 (INHIBITION) TNF,CTD
IL4 (ACTIVATION) TP53,CTD
IL4 (ACTIVATION) IL13,CTD
IL4 (ACTIVATION) IL4,CTD
IL4 (ACTIVATION) IL5,CTD
IL4 (ACTIVATION) CYSLTR1,CTD
IL4 (ACTIVATION) FCER2,CTD
IL4 (ACTIVATION) CYP1A1,CTD
IL4 (INHIBITION) CD44,CTD
IL4 (PART_OF) IL4/IL4R/JAK1/IL2R gamma/JAK3,PathwayCommons
IL4 (ACTIVATION) CCL5,CTD
IL4 (ACTIVATION) IL4R,CTD
IL4 (INHIBITION) NDUFA2,CTD
CTNNB1 (INHIBITION) MMP7,CTD
CTNNB1 (ACTIVATION) PROM1,CTD
CTNNB1 (ACTIVATION) DKK4,CTD
CTNNB1 (ACTIVATION) VEGFA,CTD
CTNNB1 (INHIBITION) BMP4,CTD
CTNNB1 (INHIBITION) CCND1,CTD
CTNNB1 (INHIBITION) CDKN1A,CTD
CTNNB1 (INHIBITION) PVT1,CTD
PGR (ACTIVATION) CXCL14,CTD
CYP4Z1 (ACTIVATION) TIMP2,CTD
CYP4Z1 (ACTIVATION) VEGFA,CTD
TP53/TP53 (ACTIVATION) IGFBP6,CTD
TP53/TP53 (ACTIVATION) PTGES,CTD
TP53/TP53 (ACTIVATION) CDKN1A,CTD
IGF1R/INSR (ACTIVATION) FHL2,CTD
IGF1R/INSR (ACTIVATION) EGR3,CTD
IGF1R/INSR (ACTIVATION) HK2,CTD
FN1 (ACTIVATION) TIMP1,CTD
FN1 (ACTIVATION) MMP10,CTD
FN1 (ACTIVATION) RELA,CTD
FN1 (ACTIVATION) EGFR,CTD
FN1 (ACTIVATION) NFKBIA,CTD
FN1 (ACTIVATION) MAPK9,CTD
CXCL12 (ACTIVATION) CXCL12,CTD
CXCL12 (ACTIVATION) CXCL8,CTD
CXCL12 (ACTIVATION) PGR,CTD
CXCL12 (ACTIVATION) VEGFA,CTD
CXCL12 (ACTIVATION) CXCR4,CTD
CXCL12 (ACTIVATION) CDKN1A,CTD
HIF1A (ACTIVATION) PFKFB3,CTD
HIF1A (ACTIVATION) PROM1,CTD
HIF1A (ACTIVATION) EPO,CTD
HIF1A (PART_OF) HIF1A/ARNT,PathwayCommons
HIF1A (PART_OF) HIF1A/ARNT/Cbp/p300/Src-1,PathwayCommons
HIF1A (PART_OF) HIF1A/JAB1,PathwayCommons
HIF1A (INHIBITION) VEGFA,CTD
HIF1A (ACTIVATION) TP53,CTD
HIF1A (INHIBITION) EPAS1,CTD
HIF1A (ACTIVATION) PKM,CTD
HIF1A (PART_OF) HIF1A/ARNT/Cbp/p300/HDAC7,PathwayCommons
HIF1A (PART_OF) HIF1A/VEGFA promoter,PathwayCommons
HIF1A (ACTIVATION) CD44,CTD
Acridine Orange/Platinum (ACTIVATION) GSTP1,CTD
Acridine Orange/Platinum Compounds (ACTIVATION) GSTP1,CTD
NFE2L2 (ACTIVATION) GSTP1,CTD
NFE2L2 (ACTIVATION) HMOX1,CTD
NFE2L2 (ACTIVATION) NQO1,CTD
CFTR (ACTIVATION) PLAUR,CTD
Salmeterol Xinafoate/ADRB2 (ACTIVATION) CFTR,CTD
NRIP1/HSPB8 promoter (INHIBITION) HSPB8,CTD
Organoselenium Compounds/Copper (ACTIVATION) HSPB8,CTD
Organoselenium Compounds/Copper (ACTIVATION) MMP10,CTD
Organoselenium Compounds/Copper (ACTIVATION) HSPA1A,CTD
Organoselenium Compounds/Copper (INHIBITION) AKT1,CTD
Organoselenium Compounds/Copper (ACTIVATION) HMOX1,CTD
Organoselenium Compounds/Copper (ACTIVATION) VEGFA,CTD
Organoselenium Compounds/Copper (INHIBITION) VEGFC,CTD
Organoselenium Compounds/Copper (ACTIVATION) JUN,CTD
Organoselenium Compounds/Copper (ACTIVATION) FOS,CTD
Organoselenium Compounds/Copper (ACTIVATION) SQSTM1,CTD
Organoselenium Compounds/Copper (INHIBITION) PIM1,CTD
Organoselenium Compounds/Copper (INHIBITION) MAP2K6,CTD
Organoselenium Compounds/Copper (ACTIVATION) RNASEH2A,CTD
Organoselenium Compounds/Copper (ACTIVATION) MMP28,CTD
IL5 (ACTIVATION) TGFB1,CTD
ALPK1 (ACTIVATION) TGFB1,CTD
Methotrexate/Lipids analog (ACTIVATION) TGFB1,CTD
Methotrexate/Lipids analog (INHIBITION) IL1B,CTD
Methotrexate/Lipids analog (INHIBITION) TNF,CTD
Methotrexate/Lipids analog (INHIBITION) TLR2,CTD
CSF2 (ACTIVATION) TGFB1,CTD
CSF2 (ACTIVATION) MUC1,CTD
CSF2 (ACTIVATION) CD1A,CTD
CSF2 (ACTIVATION) EDN1,CTD
CSF2 (INHIBITION) NDUFA2,CTD
TAC1 (ACTIVATION) TGFB1,CTD
TAC1 (ACTIVATION) IL6,CTD
TAC1 (ACTIVATION) CXCL8,CTD
ICAM1 (ACTIVATION) TGFB1,CTD
ICAM1 (ACTIVATION) HMOX1,CTD
ICAM1 (INHIBITION) ICAM1,CTD
NTF3 (ACTIVATION) NTRK3,CTD
PTHLH (ACTIVATION) TNFSF11,CTD
ELANE (ACTIVATION) TGFA,CTD
Serotonin/HTR2A (ACTIVATION) IL6,CTD
Polyethylene Glycols/Gold (ACTIVATION) IL6,CTD
C5 (ACTIVATION) IL6,CTD
C5 (ACTIVATION) IL1B,CTD
C5 (ACTIVATION) TNF,CTD
C5 (INHIBITION) IL12A,CTD
C5 (INHIBITION) IL12B,CTD
NQO1 (ACTIVATION) CRYAB,CTD
NQO1 (ACTIVATION) EGR1,CTD
NQO1 (ACTIVATION) HSPA1A,CTD
NQO1 (ACTIVATION) TNF,CTD
NQO1 (ACTIVATION) HMOX1,CTD
NQO1 (ACTIVATION) NQO1,CTD
NQO1 (INHIBITION) BCL2L1,CTD
NQO1 (ACTIVATION) FASLG,CTD
NQO1 (ACTIVATION) CDKN1A,CTD
IL33 (ACTIVATION) IL6,CTD
IL33 (ACTIVATION) CXCL1,CTD
IL33 (ACTIVATION) CXCL8,CTD
IL33 (ACTIVATION) IL1B,CTD
IL33 (ACTIVATION) TNF,CTD
CFD (ACTIVATION) IL6,CTD
AHR/IL6 promoter (ACTIVATION) IL6,CTD
NTN1 (INHIBITION) IL6,CTD
NTN1 (INHIBITION) TNF,CTD
NTN1 (INHIBITION) MPO,CTD
NTN1 (INHIBITION) ICAM1,CTD
NTN1 (INHIBITION) RELA,CTD
IL1RN (INHIBITION) IL6,CTD
IFNA2 alternative form (INHIBITION) IL6,CTD
IFNA2 alternative form (INHIBITION) AKT1,CTD
IFNA2 alternative form (INHIBITION) TNF,CTD
IFNA2 alternative form (INHIBITION) JUND,CTD
IFNA2 alternative form (INHIBITION) COPS5,CTD
IFNA2 alternative form (ACTIVATION) PLAUR,CTD
IFNA2 alternative form (ACTIVATION) MMP9,CTD
IFNA2 alternative form (ACTIVATION) IRF7,CTD
IFNA2 alternative form (ACTIVATION) FGF13,CTD
Thioctic Acid/Gold (ACTIVATION) IL6,CTD
"Toluene 2,4-Diisocyanate/ALB (ACTIVATION) KRT19",CTD
"Toluene 2,4-Diisocyanate/ALB (ACTIVATION) CXCL8",CTD
"Toluene 2,4-Diisocyanate/ALB (ACTIVATION) CSF2",CTD
"Toluene 2,4-Diisocyanate/ALB (ACTIVATION) CCL5",CTD
BMP2 (ACTIVATION) ACAN,CTD
BMP2 (ACTIVATION) GREM1,CTD
ADIPOQ (ACTIVATION) CXCL1,CTD
ADIPOQ (ACTIVATION) CXCL8,CTD
ADIPOQ (ACTIVATION) ICAM1,CTD
PROM1 (ACTIVATION) HES1,CTD
EPAS1 (ACTIVATION) PROM1,CTD
EPAS1 (INHIBITION) HIF1A,CTD
EPAS1 (ACTIVATION) CD44,CTD
EPAS1 (PART_OF) HIF2A/ARNT,PathwayCommons
EPAS1 (PART_OF) HIF2A/ARNT/SIRT1,PathwayCommons
Curcumin/VDR (ACTIVATION) TRPV6,CTD
Curcumin/VDR (ACTIVATION) CYP3A4,CTD
Curcumin/VDR (ACTIVATION) CDKN1A,CTD
lithocholic acid acetate analog/VDR (ACTIVATION) TRPV6,CTD
lithocholic acid acetate analog/VDR (ACTIVATION) CYP3A4,CTD
Lithocholic Acid/VDR (ACTIVATION) TRPV6,CTD
Lithocholic Acid/VDR (ACTIVATION) CYP3A4,CTD
Calcitriol/VDR (ACTIVATION) TRPV6,CTD
Calcitriol/VDR (ACTIVATION) CYP3A4,CTD
"1,25-dihydroxy-26,27-dimethylcholecalciferol/VDR (ACTIVATION) TRPV6",CTD
"1,25-dihydroxy-26,27-dimethylcholecalciferol/VDR (ACTIVATION) CYP3A4",CTD
"1,25-dihydroxy-26,27-dimethylcholecalciferol/VDR (ACTIVATION) CDKN1A",CTD
BRAF (ACTIVATION) PMAIP1,CTD
BRAF (ACTIVATION) EGR1,CTD
BMP6 (ACTIVATION) GREM1,CTD
BMP4 (ACTIVATION) GREM1,CTD
BMP4 (ACTIVATION) ACTA2,CTD
BMP4 (ACTIVATION) TP63,CTD
YAP1 (ACTIVATION) ANKRD1,CTD
YAP1 (PART_OF) PML/YAP1,PathwayCommons
YAP1 (ACTIVATION) PPP3CA,CTD
NTS (ACTIVATION) CXCL8,CTD
RELA (ACTIVATION) MST1R,CTD
RELA (ACTIVATION) CDKN1A,CTD
F7 (ACTIVATION) F10,CTD
Ethinyl Estradiol/Norethindrone (ACTIVATION) F10,CTD
Ethinyl Estradiol/Norethindrone (ACTIVATION) PROC,CTD
Ethinyl Estradiol/Norethindrone (ACTIVATION) F7,CTD
INHBA (ACTIVATION) TF,CTD
KNG1 (INHIBITION) ABCG5,CTD
GW 501516/PPARD (ACTIVATION) SULT2A1,CTD
GW 501516/PPARD (ACTIVATION) DDIT4,CTD
GW 501516/PPARD (ACTIVATION) CEBPA,CTD
SULT2A1 (ACTIVATION) CYP3A4,CTD
SULT2A1 (ACTIVATION) DHCR24,CTD
AHR/FLG (ACTIVATION) FLG,CTD
FLG (PART_OF) AHR/FLG,PathwayCommons
AP1S1 (INHIBITION) COX2,CTD
IFNB1 (ACTIVATION) COX2,CTD
IFNB1 (ACTIVATION) IRF1,CTD
IFNB1 (ACTIVATION) TYMP,CTD
GH1 (INHIBITION) EPO,CTD
AR (ACTIVATION) HK2,CTD
AR (PART_OF) AR/T-DHT,PathwayCommons
AR (ACTIVATION) AR,CTD
AR (INHIBITION) PVT1,CTD
BCL2L1 (INHIBITION) HK2,CTD
BCL2L1 (INHIBITION) JUN,CTD
VDAC1 (ACTIVATION) HK2,CTD
Uridine Diphosphate/CYSLTR1 (ACTIVATION) CXCL8,CTD
adenosine 5'-O-(3-thiotriphosphate)/P2RY11 (ACTIVATION) CXCL8,CTD
CYP3A4 (ACTIVATION) CXCL8,CTD
CYP3A4 (ACTIVATION) TNF,CTD
CYP3A4 (ACTIVATION) HMOX1,CTD
CYP3A4 (ACTIVATION) ICAM1,CTD
CYP3A4 (ACTIVATION) NQO1,CTD
CYP3A4 (ACTIVATION) SOD2,CTD
PLA2G1B (ACTIVATION) CXCL8,CTD
AHR/CYP1A1 promoter (ACTIVATION) CXCL8,CTD
AHR/CYP1A1 promoter (ACTIVATION) IL1B,CTD
AHR/CYP1A1 promoter (ACTIVATION) CYP1A1,CTD
SFTPA1 polymorphism (ACTIVATION) CXCL8,CTD
SFTPA1 polymorphism (ACTIVATION) TNF,CTD
SFTPA1 polymorphism (PART_OF) SFTPA1 polymorphism/SFTPA2 polymorphism,PathwayCommons
IL24 (ACTIVATION) CXCL8,CTD
IL24 (INHIBITION) PARP1,CTD
IL24 (INHIBITION) BCL2L1,CTD
JUN/CXCL8 promoter (ACTIVATION) CXCL8,CTD
CXCR4 (ACTIVATION) CXCL8,CTD
CXCR4 (ACTIVATION) VEGFA,CTD
IL32 (ACTIVATION) CXCL8,CTD
IL32 (ACTIVATION) IL1B,CTD
IL32 (ACTIVATION) TNF,CTD
IL32 (ACTIVATION) CD44,CTD
IL32 (ACTIVATION) NDUFA2,CTD
GSTO1 polymorphism (ACTIVATION) CXCL8,CTD
PKM (ACTIVATION) CXCL8,CTD
PKM (INHIBITION) ACTA2,CTD
PKM (INHIBITION) CTNNB1,CTD
PKM (ACTIVATION) HIF1A,CTD
PKM (INHIBITION) PKM,CTD
PKM (INHIBITION) EP300,CTD
PKM (ACTIVATION) FOXO3,CTD
PKM (INHIBITION) PVT1,CTD
LY96 (ACTIVATION) CXCL8,CTD
LY96 (ACTIVATION) TLR4,CTD
LY96 (ACTIVATION) NDUFA2,CTD
SFTPA2 polymorphism (ACTIVATION) CXCL8,CTD
SFTPA2 polymorphism (ACTIVATION) TNF,CTD
SFTPA2 polymorphism (PART_OF) SFTPA1 polymorphism/SFTPA2 polymorphism,PathwayCommons
TLR4 (ACTIVATION) CXCL8,CTD
TLR4 (PART_OF) Lipopolysaccharides/TLR4,PathwayCommons
"4,4'-(carbonylbis(imino-3,1-phenylenecarbonylimino-3,1-(4-methylphenylene)carbonylimino))bis(1,3-xylene-alpha,alpha'-diphosphonic acid)/P2RY11 (ACTIVATION) CXCL8",CTD
NFKB1/RELB (ACTIVATION) CXCL8,CTD
SMAD3 (PART_OF) SMAD3/SMAD4,PathwayCommons
SMAD3 (PART_OF) SMAD3/SMAD4/SP1,PathwayCommons
SMAD3 (PART_OF) SMAD3/SMAD4/ER alpha,PathwayCommons
SMAD3 (PART_OF) SMAD3/SMAD4/GATA3,PathwayCommons
SMAD3 (PART_OF) SMAD3/SMAD4/JUN/FOS,PathwayCommons
SMAD3 (PART_OF) SMAD3/SMAD4/IRF7,PathwayCommons
SMAD4 (PART_OF) SMAD3/SMAD4,PathwayCommons
SMAD4 (PART_OF) SMAD3/SMAD4/SP1,PathwayCommons
SMAD4 (PART_OF) SMAD3/SMAD4/ER alpha,PathwayCommons
SMAD4 (PART_OF) SMAD2/SMAD2/SMAD4/FOXH1/NKX2-5,PathwayCommons
SMAD4 (PART_OF) beta catenin/TCF1/CtBP/CBP/TLE1/AES/SMAD4,PathwayCommons
SMAD4 (PART_OF) SMAD3/SMAD4/GATA3,PathwayCommons
SMAD4 (PART_OF) SMAD3/SMAD4/JUN/FOS,PathwayCommons
SMAD4 (PART_OF) SMAD3/SMAD4/IRF7,PathwayCommons
SMAD4 (PART_OF) SMAD2-3/SMAD4/FOXO1-3a-4,PathwayCommons
SMAD4 (PART_OF) SMAD2-3/SMAD4/FOXO1-3a-4/FOXG1,PathwayCommons
Max (PART_OF) MYC/Max,PathwayCommons
Max (PART_OF) MYC/Max/MIZ-1,PathwayCommons
Max (PART_OF) Mad/Max,PathwayCommons
Max (PART_OF) MYC/Max/TRRAP/GCN5/STAF65G/SPT3/TAF9/TAF10/TAF12/core Mediator,PathwayCommons
Max (PART_OF) MYC/Max/PIM1,PathwayCommons
Max (PART_OF) MYC/Max/MIZ-1/DNMT3A/GFI1,PathwayCommons
Max (PART_OF) MYC/Max/TRRAP/TIP60/TIP49A/TIP49B/BAF53,PathwayCommons
ETA receptor (PART_OF) ETA receptor/Endothelin-1,PathwayCommons
ETB receptor (PART_OF) ETB receptor/Endothelin-1,PathwayCommons
Fra2 (PART_OF) Fra2/JUN,PathwayCommons
Fra2 (PART_OF) Fra2/JUNB,PathwayCommons
JUN (PART_OF) Fra2/JUN,PathwayCommons
JUN (PART_OF) Fra1/JUN,PathwayCommons
JUN (PART_OF) JUN/FOS,PathwayCommons
JUN (PART_OF) JUN/FOSNFAT1-c-4,PathwayCommons
JUN (PART_OF) JUN/CXCL8 promoter,PathwayCommons
JUN (INHIBITION) AKR1B10,CTD
JUN (ACTIVATION) VEGFA,CTD
JUN (ACTIVATION) FOS,pid
JUN (PART_OF) JUN/ATF2,PathwayCommons
JUN (PART_OF) JUN/JUND,PathwayCommons
JUN (PART_OF) TCF4/beta catenin/JUN/DVL3,PathwayCommons
JUN (PART_OF) JUN/FOS/NFAT1-c-4,PathwayCommons
JUN (PART_OF) JUN/FOS/NFAT1,PathwayCommons
JUN (PART_OF) JUN/NFAT1-c-4/p21SNFT,PathwayCommons
JUN (PART_OF) SMAD3/SMAD4/JUN/FOS,PathwayCommons
JUN (PART_OF) ATF2/JUN/ER alpha,PathwayCommons
JUN (PART_OF) JUN/FOS/ER alpha,PathwayCommons
JUN (PART_OF) STAT4 (dimer)/JUN,PathwayCommons
JUN (PART_OF) JUN/ATF3,PathwayCommons
JUN (PART_OF) JUN/JUN-FOS,PathwayCommons
JUN (PART_OF) JUN/FOS/GATA2,PathwayCommons
JUN (PART_OF) NFAT1/JUN/FOS,PathwayCommons
JUN (PART_OF) STAT4 (dimer)/JUN/Cbp,PathwayCommons
JUN (PART_OF) JUN/CDKN1A promoter,PathwayCommons
JUN (PART_OF) FOS/JUN,PathwayCommons
JUN (ACTIVATION) MMP2,pid
JUN (ACTIVATION) TIMP1,pid
JUN (INHIBITION) TERT,pid
JUN (ACTIVATION) CXCL8,pid
JUN (ACTIVATION) EDN1,pid
JUN (PART_OF) ATF2/c-Jun,PathwayCommons
ER alpha (PART_OF) SMAD3/SMAD4/ER alpha,PathwayCommons
ER alpha (PART_OF) LKB1/ER alpha,PathwayCommons
ER alpha (PART_OF) ATF2/JUN/ER alpha,PathwayCommons
ER alpha (PART_OF) ATF2 (dimer)/ER alpha,PathwayCommons
ER alpha (PART_OF) JUN/FOS/ER alpha,PathwayCommons
Fra1 (PART_OF) Fra1/JUN,PathwayCommons
Fra1 (PART_OF) Fra1/JUNB,PathwayCommons
Fra1 (PART_OF) Fra1/JUND,PathwayCommons
Fra1 (PART_OF) JUNB/Fra1/NFAT1-c-4,PathwayCommons
Fra1 (PART_OF) Fra1/USF2,PathwayCommons
Fra1 (PART_OF) Fra1/FIAT,PathwayCommons
LEF1 (PART_OF) LEF1/beta catenin,PathwayCommons
LEF1 (PART_OF) LEF1/beta catenin/PITX2,PathwayCommons
beta catenin (PART_OF) LEF1/beta catenin,PathwayCommons
beta catenin (PART_OF) TCF4/beta catenin,PathwayCommons
beta catenin (PART_OF) TCF4E/beta catenin,PathwayCommons
beta catenin (PART_OF) TCF3/beta catenin/TERT/BRG1,PathwayCommons
beta catenin (PART_OF) TCF4/beta catenin/JUN/DVL3,PathwayCommons
beta catenin (PART_OF) beta catenin/TCF1/CtBP/CBP/TLE1/AES/SMAD4,PathwayCommons
beta catenin (PART_OF) TCF4/beta catenin/TNIK,PathwayCommons
beta catenin (PART_OF) LEF1/beta catenin/PITX2,PathwayCommons
beta catenin (PART_OF) TCF1E/beta catenin,PathwayCommons
IL23 (PART_OF) IL23/IL23R/JAK2/TYK2,PathwayCommons
IL23R (PART_OF) IL23/IL23R/JAK2/TYK2,PathwayCommons
JAK2 (PART_OF) IL23/IL23R/JAK2/TYK2,PathwayCommons
JAK2 (PART_OF) IL27/IL27R/JAK2/TYK2,PathwayCommons
JAK2 (PART_OF) IL12/IL12R/TYK2/JAK2,PathwayCommons
TYK2 (PART_OF) IL23/IL23R/JAK2/TYK2,PathwayCommons
TYK2 (PART_OF) IL27/IL27R/JAK2/TYK2,PathwayCommons
TYK2 (PART_OF) IL12/IL12R/TYK2/JAK2,PathwayCommons
ARNT (PART_OF) HIF2A/ARNT,PathwayCommons
ARNT (PART_OF) HIF1A/ARNT,PathwayCommons
ARNT (PART_OF) HIF2A/ARNT/SIRT1,PathwayCommons
ARNT (PART_OF) HIF1A/ARNT/Cbp/p300/Src-1,PathwayCommons
ARNT (PART_OF) HIF1A/ARNT/Cbp/p300/HDAC7,PathwayCommons
ARNT (PART_OF) AHR/ARNT,PathwayCommons
E-cad-CTF2 (PART_OF) E-cad-CTF2/p120 catenin/Kaiso,PathwayCommons
p120 catenin (PART_OF) E-cad-CTF2/p120 catenin/Kaiso,PathwayCommons
FOS (PART_OF) JUN/FOS,PathwayCommons
FOS (ACTIVATION) EGF,CTD
FOS (PART_OF) JUN/FOS/NFAT1-c-4,PathwayCommons
FOS (PART_OF) JUN/FOS/NFAT1,PathwayCommons
FOS (PART_OF) SMAD3/SMAD4/JUN/FOS,PathwayCommons
FOS (PART_OF) JUN/FOS/ER alpha,PathwayCommons
FOS (PART_OF) JUN/FOS/GATA2,PathwayCommons
FOS (ACTIVATION) CDKN1A,CTD
FOS (PART_OF) NFAT1/JUN/FOS,PathwayCommons
FOS (PART_OF) FOS/JUN,PathwayCommons
NF kappa B1 p50 (PART_OF) NF kappa B1 p50/RelA,PathwayCommons
NF kappa B1 p50 (PART_OF) NF kappa B1 p50/RelA/I kappa B alpha,PathwayCommons
RelA (PART_OF) NF kappa B1 p50/RelA,PathwayCommons
RelA (PART_OF) NF kappa B1/RelA,PathwayCommons
RelA (PART_OF) NF kappa B1 p50/RelA/I kappa B alpha,PathwayCommons
RelA (PART_OF) NF-kappa-B/RelA,PathwayCommons
HNF6 (PART_OF) FOXM1B/HNF6,PathwayCommons
GR alpha (monomer) (PART_OF) cortisol/GR alpha (monomer),PathwayCommons
HB-EGF (PART_OF) HB-EGF/EGFR,PathwayCommons
EGFR (PART_OF) HB-EGF/EGFR,PathwayCommons
EGFR (PART_OF) EGF/EGFR,PathwayCommons
EGFR (ACTIVATION) FOXG1,CTD
EGFR (INHIBITION) PVT1,CTD
JUND (PART_OF) Fra1/JUND,PathwayCommons
JUND (PART_OF) ATF2/JUND/macroH2A,PathwayCommons
JUND (PART_OF) JUN/JUND,PathwayCommons
FOSNFAT1-c-4 (PART_OF) JUN/FOSNFAT1-c-4,PathwayCommons
macroH2A (PART_OF) ATF2/JUND/macroH2A,PathwayCommons
GR alpha (dimer) (PART_OF) cortisol/GR alpha (dimer),PathwayCommons
NFX1 (PART_OF) NFX1/SIN3/HDAC,PathwayCommons
SIN3 (PART_OF) NFX1/SIN3/HDAC,PathwayCommons
HDAC (PART_OF) NFX1/SIN3/HDAC,PathwayCommons
Mad (PART_OF) Mad/Max,PathwayCommons
TRRAP (PART_OF) MYC/Max/TRRAP/GCN5/STAF65G/SPT3/TAF9/TAF10/TAF12/core Mediator,PathwayCommons
TRRAP (PART_OF) E2F4/DP2/TRRAP,PathwayCommons
TRRAP (ACTIVATION) MDM2,pid
TRRAP (PART_OF) MYC/Max/TRRAP/TIP60/TIP49A/TIP49B/BAF53,PathwayCommons
STAF65G (PART_OF) MYC/Max/TRRAP/GCN5/STAF65G/SPT3/TAF9/TAF10/TAF12/core Mediator,PathwayCommons
TAF9 (PART_OF) MYC/Max/TRRAP/GCN5/STAF65G/SPT3/TAF9/TAF10/TAF12/core Mediator,PathwayCommons
TAF9 (PART_OF) GCN5-L/ADA2B/TAF9,PathwayCommons
TAF10 (PART_OF) MYC/Max/TRRAP/GCN5/STAF65G/SPT3/TAF9/TAF10/TAF12/core Mediator,PathwayCommons
TAF12 (PART_OF) MYC/Max/TRRAP/GCN5/STAF65G/SPT3/TAF9/TAF10/TAF12/core Mediator,PathwayCommons
core Mediator (PART_OF) MYC/Max/TRRAP/GCN5/STAF65G/SPT3/TAF9/TAF10/TAF12/core Mediator,PathwayCommons
IFN-gamma (PART_OF) IFN-gamma/IRF1,PathwayCommons
IFN-gamma (INHIBITION) IL23R,pid
IRF1 (PART_OF) IFN-gamma/IRF1,PathwayCommons
IRF1 (ACTIVATION) TNFSF10,CTD
Cbp (PART_OF) Cbp/p300,PathwayCommons
Cbp (PART_OF) HIF1A/ARNT/Cbp/p300/Src-1,PathwayCommons
Cbp (PART_OF) HIF1A/ARNT/Cbp/p300/HDAC7,PathwayCommons
Cbp (PART_OF) STAT1 (dimer)/Cbp/p300,PathwayCommons
Cbp (PART_OF) GLI3A/Cbp,PathwayCommons
Cbp (PART_OF) STAT4 (dimer)/JUN/Cbp,PathwayCommons
HPV-16 E6 (PART_OF) HPV-16 E6/E6AP,PathwayCommons
E6AP (PART_OF) HPV-16 E6/E6AP,PathwayCommons
HDAC2 (PART_OF) SP3/HDAC2,PathwayCommons
HDAC2 (PART_OF) SP1/HDAC2,PathwayCommons
HDAC2 (INHIBITION) MDM2,pid
HDAC2 (INHIBITION) CDKN1A,pid
Smad3 (PART_OF) Smad3/MYC,PathwayCommons
TCF4E (PART_OF) TCF4E/beta catenin,PathwayCommons
E2F3 (PART_OF) E2F3/DP,PathwayCommons
SRF (dimer) (PART_OF) SRF (dimer)/Myocardin,PathwayCommons
Myocardin (PART_OF) SRF (dimer)/Myocardin,PathwayCommons
ELK1 (PART_OF) ELK1/SRF,PathwayCommons
ELK1 (ACTIVATION) EGR1,pid
ELK1 (ACTIVATION) FOS,pid
ELK1 (PART_OF) ERK1-2/ELK1,PathwayCommons
ELK1 (ACTIVATION) CITED2,pid
SIRT1 (PART_OF) HIF2A/ARNT/SIRT1,PathwayCommons
SIRT1 (INHIBITION) E2F1,pid
SIRT1 (ACTIVATION) TP53,CTD
SIRT1 (INHIBITION) MMP9,CTD
SIRT1 (PART_OF) FOXO3A/SIRT1,PathwayCommons
SIRT1 (PART_OF) FOXO1/SIRT1,PathwayCommons
SIRT1 (PART_OF) p53/SIRT1,PathwayCommons
Src-1 (PART_OF) HIF1A/ARNT/Cbp/p300/Src-1,PathwayCommons
IHH N (PART_OF) IHH N/PTCH1,PathwayCommons
PTCH1 (PART_OF) IHH N/PTCH1,PathwayCommons
NR3C1 (PART_OF) Dexamethasone/NR3C1,PathwayCommons
"CNR2 (PART_OF) 3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol/CNR2",PathwayCommons
GBA (PART_OF) conduritol epoxide/GBA,PathwayCommons
INSR (PART_OF) IGF1R/INSR,PathwayCommons
ADRB2 (PART_OF) Salmeterol Xinafoate/ADRB2,PathwayCommons
NRIP1 (PART_OF) NRIP1/HSPB8 promoter,PathwayCommons
NRIP1 (PART_OF) NRIP1/CYP1A1 promoter,PathwayCommons
HSPB8 promoter (PART_OF) NRIP1/HSPB8 promoter,PathwayCommons
HTR2A (PART_OF) Serotonin/HTR2A,PathwayCommons
IL6 promoter (PART_OF) AHR/IL6 promoter,PathwayCommons
VDR (PART_OF) Curcumin/VDR,PathwayCommons
VDR (PART_OF) lithocholic acid acetate analog/VDR,PathwayCommons
VDR (PART_OF) Lithocholic Acid/VDR,PathwayCommons
VDR (PART_OF) Calcitriol/VDR,PathwayCommons
"VDR (PART_OF) 1,25-dihydroxy-26,27-dimethylcholecalciferol/VDR",PathwayCommons
PPARD (PART_OF) GW 501516/PPARD,PathwayCommons
PPARD (ACTIVATION) RELA,CTD
PPARD (ACTIVATION) SIRT1,CTD
CYSLTR1 (PART_OF) Uridine Diphosphate/CYSLTR1,PathwayCommons
P2RY11 (PART_OF) adenosine 5'-O-(3-thiotriphosphate)/P2RY11,PathwayCommons
"P2RY11 (PART_OF) 4,4'-(carbonylbis(imino-3,1-phenylenecarbonylimino-3,1-(4-methylphenylene)carbonylimino))bis(1,3-xylene-alpha,alpha'-diphosphonic acid)/P2RY11",PathwayCommons
CYP1A1 promoter (PART_OF) AHR/CYP1A1 promoter,PathwayCommons
CYP1A1 promoter (PART_OF) NRIP1/CYP1A1 promoter,PathwayCommons
CXCL8 promoter (PART_OF) JUN/CXCL8 promoter,PathwayCommons
NFKB1 (PART_OF) NFKB1/RELB,PathwayCommons
RELB (PART_OF) NFKB1/RELB,PathwayCommons
SRF(dimer)/MAL(dimer) (ACTIVATION) SRF,pid
SRF(dimer)/MAL(dimer) (ACTIVATION) FOS,pid
SHARP/RBPJ (INHIBITION) HES1,pid
RBPJ/NICD/MAML1-2/p300 (ACTIVATION) HES1,pid
RBPJ/NICD/MAML1-2/p300 (ACTIVATION) GATA3,pid
